,prefLabel,LABEL
5286,wydleria portoricensis,PLANTS
5287,youngia sonchifolia,PLANTS
5288,yucca aloifolia,PLANTS
5289,yucca angustifolia,PLANTS
5290,yucca arborescens,PLANTS
5291,yucca brevifolia,PLANTS
5292,yucca brevifolia engelm.,PLANTS
5293,yucca brevifolia var.,PLANTS
5294,yucca brevifolia var. jaegerana,PLANTS
5295,yucca californica,PLANTS
5296,yucca draconis var. arborescens,PLANTS
5297,yucca elata,PLANTS
5298,yucca filamentosa,PLANTS
5299,yucca glauca,PLANTS
5300,yucca glauca var. gurneyi,PLANTS
5301,yucca glauca var. stricta,PLANTS
5302,yucca mohavensis,PLANTS
5303,yucca schidigera,PLANTS
5304,yucca spp.,PLANTS
5305,yucca stricta,PLANTS
5306,yucca vera,PLANTS
5307,yulania biondii,PLANTS
5308,yulania kobus,PLANTS
5309,zantedeschia aethiopica,PLANTS
5310,zantedeschia aromatica,PLANTS
5311,zanthoxylum acanthopodium,PLANTS
5312,zanthoxylum acanthopodium var. timbor,PLANTS
5313,zanthoxylum ailanthoides,PLANTS
5314,zanthoxylum alatum,PLANTS
5315,zanthoxylum americanum,PLANTS
5316,zanthoxylum americanum and zanthoxylum clava-hercules,PLANTS
5317,zanthoxylum americanum and zanthoxylum clava-herculis,PLANTS
5318,zanthoxylum armatum,PLANTS
5319,zanthoxylum avicennae,PLANTS
5320,zanthoxylum avicennae var. tonkinense,PLANTS
5321,zanthoxylum avicennae var. touranense,PLANTS
5322,zanthoxylum bracchyacanthum,PLANTS
5323,zanthoxylum bungeanum,PLANTS
5324,zanthoxylum carolinianum,PLANTS
5325,zanthoxylum catesbianum,PLANTS
5326,zanthoxylum clava-herculis,PLANTS
5327,zanthoxylum clavatum,PLANTS
5328,zanthoxylum coreanum,PLANTS
5329,zanthoxylum fraxineum,PLANTS
5330,zanthoxylum fraxinifolium,PLANTS
5331,zanthoxylum lentiscifolium,PLANTS
5332,zanthoxylum mantchuricum,PLANTS
5333,zanthoxylum mantschuricum,PLANTS
5334,zanthoxylum mite,PLANTS
5335,zanthoxylum nitidum,PLANTS
5336,zanthoxylum ovalifolium,PLANTS
5337,zanthoxylum parvum,PLANTS
5338,zanthoxylum piperitum,PLANTS
5339,zanthoxylum pteropodum,PLANTS
5340,zanthoxylum ramiflorum,PLANTS
5341,zanthoxylum schinifolium,PLANTS
5342,zanthoxylum simulans,PLANTS
5343,zanthoxylum zanthoxyloides,PLANTS
5344,zapania scaberrima,PLANTS
5345,zea mays,PLANTS
5346,zeia repens,PLANTS
5347,zerumbet speciosum,PLANTS
5348,zerumbet zingiber,PLANTS
5349,zingiber amaricans,PLANTS
5350,zingiber aromaticus,PLANTS
5351,zingiber cassumunar,PLANTS
5352,zingiber echuanense,PLANTS
5353,zingiber meleguetta,PLANTS
5354,zingiber mioga,PLANTS
5355,zingiber nigrum,PLANTS
5356,zingiber officinale,PLANTS
5357,zingiber officinale var. gigante,PLANTS
5358,zingiber officinale var. rubrum,PLANTS
5359,zingiber officinale var. rubrum theilade,PLANTS
5360,zingiber oligophyllum,PLANTS
5361,zingiber spurium,PLANTS
5362,zingiber zerumbet,PLANTS
5363,zingiber zerumbet (l.) sm.,PLANTS
5364,zinnia elegans,PLANTS
5365,zinnia elegans jacq.,PLANTS
5366,zizania aquatica,PLANTS
5367,zizania latifolia,PLANTS
5368,zizia aurea,PLANTS
5369,ziziphus cotinifolia,PLANTS
5370,ziziphus gardneri,PLANTS
5371,ziziphus guaranitica,PLANTS
5372,ziziphus jujuba mill. var. spinosa,PLANTS
5373,ziziphus jujuba var. spinosa,PLANTS
5374,ziziphus sativa var. spinosa,PLANTS
5375,ziziphus spinosa,PLANTS
5376,Ziziphus vulgaris var. spinosa,PLANTS
5377,zizyphus joazeiro,PLANTS
5378,zizyphus jujuba,PLANTS
5379,zizyphus sativa,PLANTS
5380,zizyphus spina-christi,PLANTS
5381,zostera marina,PLANTS
5382,zygia brownei,PLANTS
5383,zymomonas mobilis,PLANTS
0,anti-inflamm anti-aller,ACTIVITY
1,anti-inflamm anti-aller,ACTIVITY
2,anti-inflamm anti-aller,ACTIVITY
3,anti-inflamm anti-aller,ACTIVITY
4,anti-inflamm anti-aller,ACTIVITY
5,anti-inflamm anti-aller,ACTIVITY
6,anti-inflamm anti-aller,ACTIVITY
7,anti-inflamm anti-aller,ACTIVITY
8,anti-inflamm anti-aller,ACTIVITY
9,anti-inflamm anti-aller,ACTIVITY
10,anti-inflamm anti-aller,ACTIVITY
11,anti-inflamm anti-aller,ACTIVITY
12,anti-inflamm anti-aller,ACTIVITY
13,anti-inflamm anti-aller,ACTIVITY
14,anti-inflamm anti-aller,ACTIVITY
15,anti-inflamm anti-aller,ACTIVITY
16,anti-inflamm anti-aller,ACTIVITY
17,anti-inflamm anti-aller,ACTIVITY
18,anti-inflamm anti-aller,ACTIVITY
19,anti-inflamm anti-aller,ACTIVITY
20,anti-inflamm anti-aller,ACTIVITY
21,anti-inflamm anti-aller,ACTIVITY
22,anti-inflamm anti-aller,ACTIVITY
23,anti-inflamm anti-aller,ACTIVITY
24,anti-inflamm anti-aller,ACTIVITY
25,anti-inflamm anti-aller,ACTIVITY
26,anti-inflamm anti-aller,ACTIVITY
27,anti-inflamm anti-aller,ACTIVITY
28,anti-inflamm anti-aller,ACTIVITY
29,anti-inflamm anti-aller,ACTIVITY
30,anti-inflamm anti-aller,ACTIVITY
31,anti-inflamm anti-aller,ACTIVITY
32,anti-inflamm anti-aller,ACTIVITY
33,anti-inflamm anti-aller,ACTIVITY
34,anti-inflamm anti-aller,ACTIVITY
35,anti-inflamm anti-aller,ACTIVITY
36,anti-inflamm anti-aller,ACTIVITY
37,anti-inflamm anti-aller,ACTIVITY
38,anti-inflamm anti-aller,ACTIVITY
39,anti-inflamm anti-aller,ACTIVITY
40,anti-inflamm anti-aller,ACTIVITY
41,anti-inflamm anti-aller,ACTIVITY
42,5-lipoxygenase inhibitor,ACTIVITY
43,5-lipoxygenase inhibitor,ACTIVITY
44,arachidonate inhibitor,ACTIVITY
45,arachidonate inhibitor,ACTIVITY
46,arachidonate inhibitor,ACTIVITY
47,arachidonate inhibitor,ACTIVITY
48,arachidonate inhibitor,ACTIVITY
49,arachidonate inhibitor,ACTIVITY
50,arachidonate inhibitor,ACTIVITY
51,arachidonate inhibitor,ACTIVITY
52,COX inhibitor,ACTIVITY
53,,ACTIVITY
54,COX inhibitor,ACTIVITY
55,COX inhibitor,ACTIVITY
56,COX inhibitor,ACTIVITY
57,COX-1 inhibitor,ACTIVITY
58,COX-1 inhibitor,ACTIVITY
59,COX-2 inhibitor,ACTIVITY
60,COX-2 inhibitor,ACTIVITY
61,anti-anaphylactic,ACTIVITY
62,anti-anaphylactic,ACTIVITY
63,anti-anaphylactic,ACTIVITY
64,anti-anaphylactic,ACTIVITY
65,anti-anaphylactic,ACTIVITY
66,anti-anaphylactic,ACTIVITY
67,IFN-gamma agonist,ACTIVITY
68,IFN-gamma agonist,ACTIVITY
69,IFN-gamma agonist,ACTIVITY
70,IFN-gamma agonist,ACTIVITY
71,IFN-gamma agonist,ACTIVITY
72,anti-allergenic,ACTIVITY
73,anti-allergenic,ACTIVITY
74,anti-allergenic,ACTIVITY
75,anti-allergenic,ACTIVITY
76,anti-allergenic,ACTIVITY
77,leukotriene inhibitor,ACTIVITY
78,leukotriene inhibitor,ACTIVITY
79,leukotriene inhibitor,ACTIVITY
80,IL-04 inhibitor,ACTIVITY
81,IL-04 inhibitor,ACTIVITY
82,IL-04 inhibitor,ACTIVITY
83,IL-04 inhibitor,ACTIVITY
84,IL-04 inhibitor,ACTIVITY
85,IL-05 inhibitor,ACTIVITY
86,IL-05 inhibitor,ACTIVITY
87,IL-05 inhibitor,ACTIVITY
88,IL-05 inhibitor,ACTIVITY
89,IL-05 inhibitor,ACTIVITY
90,lipoxygenase inhibitor,ACTIVITY
91,,ACTIVITY
92,Leukotriene B4 inhibitor,ACTIVITY
93,Leukotriene B4 inhibitor,ACTIVITY
94,Leukotriene B4 inhibitor,ACTIVITY
95,Leukotriene B4 inhibitor,ACTIVITY
96,Leukotriene B4 inhibitor,ACTIVITY
97,Leukotriene E4 inhibitor,ACTIVITY
98,Leukotriene E4 inhibitor,ACTIVITY
99,Leukotriene E4 inhibitor,ACTIVITY
100,Leukotriene E4 inhibitor,ACTIVITY
101,Leukotriene E4 inhibitor,ACTIVITY
102,Leukotriene E4 inhibitor,ACTIVITY
103,Leukotriene E4 inhibitor,ACTIVITY
104,anti-bradykinin,ACTIVITY
105,Chemotactic Factor inhibitor,ACTIVITY
106,Chemotactic Factor inhibitor,ACTIVITY
107,cytokine inhibitor,ACTIVITY
108,cytokine inhibitor,ACTIVITY
109,cytokine inhibitor,ACTIVITY
110,EETs promoter,ACTIVITY
111,EETs promoter,ACTIVITY
112,EETs promoter,ACTIVITY
113,EETs promoter,ACTIVITY
114,EETs promoter,ACTIVITY
115,EETs promoter,ACTIVITY
116,EETs promoter,ACTIVITY
117,EETs promoter,ACTIVITY
118,EETs promoter,ACTIVITY
119,EETs promoter,ACTIVITY
120,EETs promoter,ACTIVITY
121,EETs promoter,ACTIVITY
122,EETs promoter,ACTIVITY
123,EETs promoter,ACTIVITY
124,EETs promoter,ACTIVITY
125,EETs promoter,ACTIVITY
126,EETs promoter,ACTIVITY
127,EETs promoter,ACTIVITY
128,EETs promoter,ACTIVITY
129,EETs promoter,ACTIVITY
130,EETs promoter,ACTIVITY
131,EETs promoter,ACTIVITY
132,EETs promoter,ACTIVITY
133,EETs promoter,ACTIVITY
134,EETs promoter,ACTIVITY
135,EETs promoter,ACTIVITY
136,EETs promoter,ACTIVITY
137,EETs promoter,ACTIVITY
138,heparin inhibitor,ACTIVITY
139,IgE inhibitor,ACTIVITY
140,IgE inhibitor,ACTIVITY
141,IgE inhibitor,ACTIVITY
142,IgE inhibitor,ACTIVITY
143,IgE inhibitor,ACTIVITY
144,IgE inhibitor,ACTIVITY
145,IgE inhibitor,ACTIVITY
146,IgE inhibitor,ACTIVITY
147,IgE inhibitor,ACTIVITY
148,IL-01-beta Inhibitor,ACTIVITY
149,IL-01-beta Inhibitor,ACTIVITY
150,IL-01-beta Inhibitor,ACTIVITY
151,IL-06 inhibitor,ACTIVITY
152,IL-06 inhibitor,ACTIVITY
153,IL-06 inhibitor,ACTIVITY
154,IL-09 inhibitor,ACTIVITY
155,IL-09 inhibitor,ACTIVITY
156,IL-09 inhibitor,ACTIVITY
157,IL-1-beta Inhibitor,ACTIVITY
158,IL-1-beta Inhibitor,ACTIVITY
159,IL-1-beta Inhibitor,ACTIVITY
160,IL-12 inhibitor,ACTIVITY
161,IL-12 inhibitor,ACTIVITY
162,IL-12 inhibitor,ACTIVITY
163,IL-13 Inhibitor,ACTIVITY
164,IL-13 Inhibitor,ACTIVITY
165,IL-13 Inhibitor,ACTIVITY
166,IL-18 Inhibitor,ACTIVITY
167,IL-18 Inhibitor,ACTIVITY
168,IL-18 Inhibitor,ACTIVITY
169,IL-6 inhibitor,ACTIVITY
170,,ACTIVITY
171,IL-6 inhibitor,ACTIVITY
172,IL-6 inhibitor,ACTIVITY
173,IL-9 inhibitor,ACTIVITY
174,,ACTIVITY
175,IL-9 inhibitor,ACTIVITY
176,IL-9 inhibitor,ACTIVITY
177,IL-11 Promotor,ACTIVITY
178,Opsonin Activator inhibitor,ACTIVITY
179,Opsonin Activator inhibitor,ACTIVITY
180,PAF inhibitor,ACTIVITY
181,PAF inhibitor,ACTIVITY
182,PAF inhibitor,ACTIVITY
183,PAF inhibitor,ACTIVITY
184,PAF inhibitor,ACTIVITY
185,PAF inhibitor,ACTIVITY
186,PAF inhibitor,ACTIVITY
187,PAF inhibitor,ACTIVITY
188,PAF inhibitor,ACTIVITY
189,PAF inhibitor,ACTIVITY
190,PAF inhibitor,ACTIVITY
191,PAF inhibitor,ACTIVITY
192,PAF inhibitor,ACTIVITY
193,PAF inhibitor,ACTIVITY
194,platelet-activating factor Inhibitor,ACTIVITY
195,PGF2-alpha inhibitor,ACTIVITY
196,PGF2-alpha inhibitor,ACTIVITY
197,PGF2-alpha inhibitor,ACTIVITY
198,PGF2-alpha inhibitor,ACTIVITY
199,PGF2-alpha inhibitor,ACTIVITY
200,PGF2-alpha inhibitor,ACTIVITY
201,PGF2-alpha inhibitor,ACTIVITY
202,PGF2-alpha inhibitor,ACTIVITY
203,PGF2-alpha inhibitor,ACTIVITY
204,PGF2-alpha inhibitor,ACTIVITY
205,PGF2-alpha inhibitor,ACTIVITY
206,PGF2-alpha inhibitor,ACTIVITY
207,PGF2-alpha inhibitor,ACTIVITY
208,PGF2-alpha inhibitor,ACTIVITY
209,PGE2 antagonist,ACTIVITY
210,PGE2 antagonist,ACTIVITY
211,PGE2 antagonist,ACTIVITY
212,PGE2 antagonist,ACTIVITY
213,Prostaglandin Synthase Inhibitor,ACTIVITY
214,Prostaglandin Synthase Inhibitor,ACTIVITY
215,Prostaglandin Synthase Inhibitor,ACTIVITY
216,Prostaglandin Synthase Inhibitor,ACTIVITY
217,Prostaglandin Synthesis inhibitor,ACTIVITY
218,Prostaglandin Synthesis inhibitor,ACTIVITY
219,Prostaglandin Synthesis inhibitor,ACTIVITY
220,Prostaglandin Synthesis inhibitor,ACTIVITY
221,Prostaglandin Synthesis inhibitor,ACTIVITY
222,Prostaglandin Synthesis inhibitor,ACTIVITY
223,Prostaglandin Synthesis inhibitor,ACTIVITY
224,Prostaglandin Synthesis inhibitor,ACTIVITY
225,Prostaglandin Synthesis inhibitor,ACTIVITY
226,Prostaglandin Synthesis inhibitor,ACTIVITY
227,Prostaglandin Synthesis inhibitor,ACTIVITY
228,Prostaglandin Synthesis inhibitor,ACTIVITY
229,Prostaglandin Synthesis inhibitor,ACTIVITY
230,Prostaglandin Synthesis inhibitor,ACTIVITY
231,Prostaglandin Synthesis inhibitor,ACTIVITY
232,Prostaglandin Synthesis inhibitor,ACTIVITY
233,Prostaglandin Synthetase inhibitor,ACTIVITY
234,Prostaglandin Synthetase inhibitor,ACTIVITY
235,Prostaglandin Synthetase inhibitor,ACTIVITY
236,Protein Kinase A and C inhibitor,ACTIVITY
237,Protein Kinase A and C inhibitor,ACTIVITY
238,Protein Kinase A and C inhibitor,ACTIVITY
239,Protein Kinase A and C inhibitor,ACTIVITY
240,Protein Kinase A and C inhibitor,ACTIVITY
241,protein kinase A inhibitor,ACTIVITY
242,TGF-beta Promotor,ACTIVITY
243,TGF-beta Promotor,ACTIVITY
244,TGF-beta Promotor,ACTIVITY
245,TGF-beta Promotor,ACTIVITY
246,TGF-beta Promotor,ACTIVITY
247,TGF-beta Promotor,ACTIVITY
248,TGF-beta Promotor,ACTIVITY
249,TGF-beta Promotor,ACTIVITY
250,TOR protein kinase inhibitor,ACTIVITY
251,TOR protein kinase inhibitor,ACTIVITY
252,TOR protein kinase inhibitor,ACTIVITY
253,TOR protein kinase inhibitor,ACTIVITY
254,TOR protein kinase inhibitor,ACTIVITY
255,TOR protein kinase inhibitor,ACTIVITY
256,TOR protein kinase inhibitor,ACTIVITY
257,TOR protein kinase inhibitor,ACTIVITY
258,TOR protein kinase inhibitor,ACTIVITY
259,TOR protein kinase inhibitor,ACTIVITY
260,TOR protein kinase inhibitor,ACTIVITY
261,TOR protein kinase inhibitor,ACTIVITY
262,TOR protein kinase inhibitor,ACTIVITY
263,TOR protein kinase inhibitor,ACTIVITY
264,TOR protein kinase inhibitor,ACTIVITY
265,TOR protein kinase inhibitor,ACTIVITY
266,TOR protein kinase inhibitor,ACTIVITY
267,Tryptase inhibitor,ACTIVITY
268,Tryptase inhibitor,ACTIVITY
269,Tryptase inhibitor,ACTIVITY
270,Tryptase inhibitor,ACTIVITY
271,Tryptase inhibitor,ACTIVITY
272,Tryptase inhibitor,ACTIVITY
273,IL-10 Promotor,ACTIVITY
274,IL-10 Promotor,ACTIVITY
275,IL-10 Promotor,ACTIVITY
276,TH2 inhibitor,ACTIVITY
277,TH2 inhibitor,ACTIVITY
278,TH2 inhibitor,ACTIVITY
279,allergenic,ACTIVITY
280,allergenicity,ACTIVITY
281,anaphylactic,ACTIVITY
282,histaminergic,ACTIVITY
283,IFN-gamma inhibitor,ACTIVITY
284,IFN-gamma inhibitor,ACTIVITY
285,IFN-gamma inhibitor,ACTIVITY
286,IFN-gamma inhibitor,ACTIVITY
287,IFN-gamma inhibitor,ACTIVITY
288,IFN-gamma inhibitor,ACTIVITY
289,IgE promotor,ACTIVITY
290,IgE promotor,ACTIVITY
291,IgE promotor,ACTIVITY
292,IgE promotor,ACTIVITY
293,IgE promotor,ACTIVITY
294,IgE promotor,ACTIVITY
295,IgE promotor,ACTIVITY
296,IL-25 promotor,ACTIVITY
297,IL-25 promotor,ACTIVITY
298,IL-25 promotor,ACTIVITY
299,IL-3 promotor,ACTIVITY
300,IL-3 promotor,ACTIVITY
301,IL-3 promotor,ACTIVITY
302,IL-4 promotor,ACTIVITY
303,,ACTIVITY
304,IL-4 promotor,ACTIVITY
305,IL-4 promotor,ACTIVITY
306,IL1-F9 promotor,ACTIVITY
307,IL1-F9 promotor,ACTIVITY
308,IL1-F9 promotor,ACTIVITY
309,LTC4 Promotor,ACTIVITY
310,LTC4 Promotor,ACTIVITY
311,LTC4 Promotor,ACTIVITY
312,TNF-alpha Promotor,ACTIVITY
313,TNF-beta Promotor,ACTIVITY
314,pain relief,ACTIVITY
315,pain relief,ACTIVITY
316,pain relief,ACTIVITY
317,pain relief,ACTIVITY
318,pain relief,ACTIVITY
319,pain relief,ACTIVITY
320,pain relief,ACTIVITY
321,anti-pyretic,ACTIVITY
322,anti-pyretic,ACTIVITY
323,anti-pyretic,ACTIVITY
324,anti-pyretic,ACTIVITY
325,anti-pyretic,ACTIVITY
326,anti-pyretic,ACTIVITY
327,Thromboxane A2 inhibitor,ACTIVITY
328,PGE1 agonist,ACTIVITY
329,PGE1 agonist,ACTIVITY
330,PGE1 agonist,ACTIVITY
331,anti-inflammatory-analgesic,ACTIVITY
332,anti-inflammatory-analgesic,ACTIVITY
333,anti-inflammatory-analgesic,ACTIVITY
334,anti-inflammatory-analgesic,ACTIVITY
335,anti-inflammatory-analgesic,ACTIVITY
336,anti-inflammatory-analgesic,ACTIVITY
337,anti-inflammatory-analgesic,ACTIVITY
338,anti-inflammatory-analgesic,ACTIVITY
339,anti-inflammatory-analgesic,ACTIVITY
340,anti-inflammatory-analgesic,ACTIVITY
341,anti-inflammatory-analgesic,ACTIVITY
342,anti-inflammatory-analgesic,ACTIVITY
343,anti-inflammatory-analgesic,ACTIVITY
344,anti-inflammatory-analgesic,ACTIVITY
345,anti-inflammatory anti-pyretic,ACTIVITY
346,anti-inflammatory anti-pyretic,ACTIVITY
347,anti-inflammatory anti-pyretic,ACTIVITY
348,anti-inflammatory anti-pyretic,ACTIVITY
349,anti-inflammatory anti-pyretic,ACTIVITY
350,anti-inflammatory anti-pyretic,ACTIVITY
351,anti-inflammatory anti-pyretic,ACTIVITY
352,anti-inflammatory anti-pyretic,ACTIVITY
353,anti-inflammatory anti-pyretic,ACTIVITY
354,anti-inflammatory anti-pyretic,ACTIVITY
355,anti-inflammatory anti-pyretic,ACTIVITY
356,anti-inflammatory anti-pyretic,ACTIVITY
357,anti-inflammatory anti-pyretic,ACTIVITY
358,anti-inflammatory anti-pyretic,ACTIVITY
359,botanical anti-inflammatory,ACTIVITY
360,botanical anti-inflammatory,ACTIVITY
361,botanical anti-inflammatory,ACTIVITY
362,botanical anti-inflammatory,ACTIVITY
363,botanical anti-inflammatory,ACTIVITY
364,botanical anti-inflammatory,ACTIVITY
365,botanical anti-inflammatory,ACTIVITY
366,botanical anti-inflammatory,ACTIVITY
367,botanical anti-inflammatory,ACTIVITY
368,botanical anti-inflammatory,ACTIVITY
369,botanical anti-inflammatory,ACTIVITY
370,botanical anti-inflammatory,ACTIVITY
371,botanical anti-inflammatory,ACTIVITY
372,botanical anti-inflammatory,ACTIVITY
373,dendritic cell antiinflammatory,ACTIVITY
374,dendritic cell antiinflammatory,ACTIVITY
375,dendritic cell antiinflammatory,ACTIVITY
376,dendritic cell antiinflammatory,ACTIVITY
377,dendritic cell antiinflammatory,ACTIVITY
378,dendritic cell antiinflammatory,ACTIVITY
379,dendritic cell antiinflammatory,ACTIVITY
380,dendritic cell antiinflammatory,ACTIVITY
381,dendritic cell antiinflammatory,ACTIVITY
382,dendritic cell antiinflammatory,ACTIVITY
383,dendritic cell antiinflammatory,ACTIVITY
384,dendritic cell antiinflammatory,ACTIVITY
385,dendritic cell antiinflammatory,ACTIVITY
386,dendritic cell antiinflammatory,ACTIVITY
387,anti-endothelial activation,ACTIVITY
388,IL-1 blocking,ACTIVITY
389,IL-1 blocking,ACTIVITY
390,IL-1 blocking,ACTIVITY
391,IL-1 blocking,ACTIVITY
392,IL-1 blocking,ACTIVITY
393,IL-1 blocking,ACTIVITY
394,IL-1 blocking,ACTIVITY
395,IL-1 blocking,ACTIVITY
396,IL-1 blocking,ACTIVITY
397,IL-1 blocking,ACTIVITY
398,IL-1 blocking,ACTIVITY
399,IL-1 blocking,ACTIVITY
400,IL-1 blocking,ACTIVITY
401,IL-1 blocking,ACTIVITY
402,IL-1 blocking,ACTIVITY
403,IL-1 blocking,ACTIVITY
404,IL-1 blocking,ACTIVITY
405,IL-1 blocking,ACTIVITY
406,IL-1 blocking,ACTIVITY
407,IL-1 blocking,ACTIVITY
408,IL-1 blocking,ACTIVITY
409,IL-1 blocking,ACTIVITY
410,IL-1 blocking,ACTIVITY
411,IL-1 blocking,ACTIVITY
412,IL-1 blocking,ACTIVITY
413,IL-1 blocking,ACTIVITY
414,IL-1 blocking,ACTIVITY
415,IL-1 blocking,ACTIVITY
416,IL-1 blocking,ACTIVITY
417,IL-1 blocking,ACTIVITY
418,IL-1 blocking,ACTIVITY
419,IL-1 blocking,ACTIVITY
420,IL-1 neutralizing,ACTIVITY
421,IL-1 neutralizing,ACTIVITY
422,IL-1 neutralizing,ACTIVITY
423,IL-1 neutralizing,ACTIVITY
424,IL-1 neutralizing,ACTIVITY
425,IL-1 neutralizing,ACTIVITY
426,IL-1 neutralizing,ACTIVITY
427,IL-1 neutralizing,ACTIVITY
428,IL-1 neutralizing,ACTIVITY
429,IL-1 neutralizing,ACTIVITY
430,IL-1 neutralizing,ACTIVITY
431,IL-1 neutralizing,ACTIVITY
432,IL-1 neutralizing,ACTIVITY
433,IL-1 neutralizing,ACTIVITY
434,IL-1 neutralizing,ACTIVITY
435,IL-1 neutralizing,ACTIVITY
436,IL-1 neutralizing,ACTIVITY
437,IL-1 neutralizing,ACTIVITY
438,IL-1 neutralizing,ACTIVITY
439,IL-1 neutralizing,ACTIVITY
440,IL-1 neutralizing,ACTIVITY
441,IL-1 neutralizing,ACTIVITY
442,IL-1 neutralizing,ACTIVITY
443,IL-1 neutralizing,ACTIVITY
444,IL-1 neutralizing,ACTIVITY
445,IL-1 neutralizing,ACTIVITY
446,IL-1 neutralizing,ACTIVITY
447,IL-1 neutralizing,ACTIVITY
448,IL-17 blocking,ACTIVITY
449,IL-17 blocking,ACTIVITY
450,IL-17 blocking,ACTIVITY
451,IL-17 blocking,ACTIVITY
452,IL-17 blocking,ACTIVITY
453,IL-17 blocking,ACTIVITY
454,IL-17 blocking,ACTIVITY
455,IL-17 blocking,ACTIVITY
456,IL-17 blocking,ACTIVITY
457,IL-17 blocking,ACTIVITY
458,IL-17 blocking,ACTIVITY
459,IL-17 blocking,ACTIVITY
460,IL-17 blocking,ACTIVITY
461,IL-17 blocking,ACTIVITY
462,IL-17 blocking,ACTIVITY
463,IL-17 blocking,ACTIVITY
464,anti-IL-23,ACTIVITY
465,anti-IL-23,ACTIVITY
466,anti-IL-23,ACTIVITY
467,anti-IL-23,ACTIVITY
468,anti-IL-23,ACTIVITY
469,anti-IL-23,ACTIVITY
470,anti-IL-23,ACTIVITY
471,anti-IL-23,ACTIVITY
472,anti-IL-23,ACTIVITY
473,anti-IL-23,ACTIVITY
474,anti-IL-23,ACTIVITY
475,anti-IL-23,ACTIVITY
476,anti-IL-23,ACTIVITY
477,anti-IL-23,ACTIVITY
478,anti-IL-23,ACTIVITY
479,anti-IL-23,ACTIVITY
480,anti-inflammatory,ACTIVITY
481,salicylate,ACTIVITY
482,salicylate,ACTIVITY
483,salicylate,ACTIVITY
484,salicylate,ACTIVITY
485,salicylate,ACTIVITY
486,salicylate,ACTIVITY
487,salicylate,ACTIVITY
488,prostaglandin-sparer,ACTIVITY
489,Resolvin E1 antagonist,ACTIVITY
490,Resolvin E1 antagonist,ACTIVITY
491,Resolvin E2 antagonist,ACTIVITY
492,Resolvin E2 antagonist,ACTIVITY
493,Anti-TNF alpha,ACTIVITY
494,Anti-TNF alpha,ACTIVITY
495,Anti-TNF alpha,ACTIVITY
496,Anti-TNF alpha,ACTIVITY
497,Anti-TNF alpha,ACTIVITY
498,Anti-TNF alpha,ACTIVITY
499,Tumor Necrosis Factor inhibitor,ACTIVITY
500,Tumor Necrosis Factor inhibitor,ACTIVITY
501,Tumor Necrosis Factor inhibitor,ACTIVITY
502,Tumor Necrosis Factor inhibitor,ACTIVITY
503,Tumor Necrosis Factor inhibitor,ACTIVITY
504,Tumor Necrosis Factor inhibitor,ACTIVITY
505,anti-inflammatory transcription,ACTIVITY
506,anti-inflammatory transcription,ACTIVITY
507,anti-inflammatory transcription,ACTIVITY
508,anti-inflammatory transcription,ACTIVITY
509,anti-inflammatory transcription,ACTIVITY
510,anti-inflammatory transcription,ACTIVITY
511,anti-inflammatory transcription,ACTIVITY
512,PGE2 Promoter,ACTIVITY
513,PGE2 Promoter,ACTIVITY
514,PGE2 Promoter,ACTIVITY
515,PGE2 Promoter,ACTIVITY
516,PGE2 Promoter,ACTIVITY
517,PGE2 Promoter,ACTIVITY
518,PGE2 Promoter,ACTIVITY
519,PGE2 Promoter,ACTIVITY
520,inflammation modulator,ACTIVITY
521,inflammation modulator,ACTIVITY
522,inflammation modulator,ACTIVITY
523,inflammation modulator,ACTIVITY
524,prostaglandin-secretor,ACTIVITY
525,5-KETE promoter,ACTIVITY
526,5-KETE promoter,ACTIVITY
527,5-KETE promoter,ACTIVITY
528,5-KETE promoter,ACTIVITY
529,5-KETE promoter,ACTIVITY
530,5-KETE promoter,ACTIVITY
531,5-KETE promoter,ACTIVITY
532,5-KETE promoter,ACTIVITY
533,5-KETE promoter,ACTIVITY
534,5-KETE promoter,ACTIVITY
535,cyclooxygenase activator,ACTIVITY
536,cyclooxygenase activator,ACTIVITY
537,cyclooxygenase activator,ACTIVITY
538,cyclooxygenase activator,ACTIVITY
539,cyclooxygenase activator,ACTIVITY
540,cyclooxygenase activator,ACTIVITY
541,cyclooxygenase activator,ACTIVITY
542,cyclooxygenase activator,ACTIVITY
543,cyclooxygenase activator,ACTIVITY
544,cyclooxygenase activator,ACTIVITY
545,IL-13 promoter,ACTIVITY
546,IL-13 promoter,ACTIVITY
547,IL-13 promoter,ACTIVITY
548,IL-13 promoter,ACTIVITY
549,IL-13 promoter,ACTIVITY
550,IL-13 promoter,ACTIVITY
551,IL-13 promoter,ACTIVITY
552,IL-13 promoter,ACTIVITY
553,IL-33 promoter,ACTIVITY
554,IL-33 promoter,ACTIVITY
555,IL-33 promoter,ACTIVITY
556,IL-33 promoter,ACTIVITY
557,IL-33 promoter,ACTIVITY
558,IL-33 promoter,ACTIVITY
559,IL-33 promoter,ACTIVITY
560,IL-33 promoter,ACTIVITY
561,IL-36 alpha promoter,ACTIVITY
562,IL-36 alpha promoter,ACTIVITY
563,IL-36 alpha promoter,ACTIVITY
564,IL-36 alpha promoter,ACTIVITY
565,IL-36 alpha promoter,ACTIVITY
566,IL-36 alpha promoter,ACTIVITY
